mesq_pres,b5_clayCont_100,b1_carbonCont_0,b2_carbonCont_10,b3_carbonCont_30,b4_carbonCont_60,b5_carbonCont_100,b6_carbonCont_200,ann_mean_temp,ann_precip,dist_road
0,19,1,1,1,1,0,0,145,455,974.8154403
0,21,1,1,1,1,0,0,145,456,820.0928213
0,22,2,1,1,1,0,0,146,455,374.6140104
0,21,1,1,1,1,0,0,146,456,535.6561082
0,23,1,1,1,1,0,0,146,455,277.0782874
0,21,1,1,1,1,0,0,146,458,440.5278527
0,23,1,1,1,0,0,0,146,458,677.9547527
0,21,1,1,1,0,0,0,146,459,504.7010268
0,23,1,1,1,1,1,0,146,459,90.52150957
0,19,1,1,1,1,0,0,145,455,609.377291
0,19,1,1,1,1,0,0,145,455,544.0701397
0,23,2,1,1,1,0,0,145,455,628.302412
0,20,2,2,1,1,0,0,145,454,21.60845313
0,20,2,1,1,1,0,0,146,455,21.48970771
0,20,1,1,1,1,0,0,146,456,619.1420482
0,20,1,1,1,1,0,0,146,456,895.6834567
0,19,1,1,1,1,0,0,146,456,1045.274384
0,20,1,1,1,1,0,0,146,459,775.6386298
0,21,1,1,1,1,0,0,146,457,1153.379036
0,20,1,1,1,1,0,0,146,459,431.5544768
0,20,1,1,1,1,0,0,146,459,785.0935623
0,24,1,1,1,1,0,0,146,459,486.1251337
0,23,1,1,1,1,0,0,146,458,507.1837323
0,21,1,1,1,1,0,0,146,460,926.925526
0,21,2,1,1,1,0,0,145,455,418.0963762
0,19,2,1,1,1,0,0,145,454,877.7981124
0,21,1,1,1,1,0,0,146,455,313.1266601
0,19,1,1,1,1,0,0,145,454,118.6095408
0,19,1,1,1,1,0,0,146,456,734.6951753
0,17,1,1,1,1,0,0,146,455,62.60455051
0,19,1,1,1,1,0,0,146,455,388.5938182
0,19,2,1,1,1,0,0,146,456,1040.992803
0,19,1,1,1,1,0,0,146,456,961.2848619
0,19,1,1,1,1,0,0,146,456,1035.487988
0,20,1,1,1,1,0,0,146,457,1371.778091
0,21,2,1,1,1,0,0,146,458,633.4542373
0,19,2,1,1,1,0,0,146,457,953.3940025
1,21,2,1,1,0,0,0,146,459,279.2050452
0,21,1,1,1,1,0,0,145,454,1380.168087
0,21,1,1,1,1,0,0,145,454,2.27623052
0,19,2,1,1,1,0,0,145,454,325.8012716
0,18,2,1,1,1,0,0,146,455,661.6071341
0,21,1,1,1,1,0,0,146,455,416.1475896
0,20,2,1,1,1,0,0,146,456,414.1972136
0,20,1,1,1,1,0,0,146,455,208.4662852
0,18,1,1,1,1,0,0,146,455,346.7217494
0,18,1,1,1,1,0,0,146,457,825.5151908
0,19,2,2,1,1,0,0,146,458,1280.803059
0,19,2,1,1,1,0,0,146,458,582.213041
0,19,1,1,1,1,0,0,146,458,57.93043576
0,19,1,1,1,1,0,0,145,454,848.3319305
0,18,1,1,1,1,0,0,145,454,254.890885
0,19,1,1,1,1,0,0,145,454,590.9205532
0,19,1,1,1,1,0,0,146,454,1250.768812
0,19,1,1,1,1,0,0,146,455,1713.627113
0,20,1,1,1,1,0,0,146,455,1551.236808
0,20,1,1,1,1,0,0,146,455,0.977629944
0,18,1,1,1,1,0,0,146,457,653.2365288
0,17,1,1,1,1,0,0,146,457,1172.532489
0,18,2,2,1,1,0,0,146,458,1200.580633
0,17,2,2,1,1,0,0,146,458,775.1236377
0,22,1,1,1,1,1,0,146,457,351.8746967
0,19,1,1,1,1,0,0,147,457,38.06510274
0,19,1,1,1,1,0,0,145,454,114.1977118
0,20,1,1,1,1,0,0,146,454,1206.251001
0,20,1,1,1,1,0,0,146,455,1870.94306
0,19,1,1,1,1,0,0,146,456,1001.933949
0,20,1,1,1,1,0,0,146,457,140.4522642
0,21,1,1,1,0,0,0,146,456,76.16472414
0,19,2,1,1,1,0,0,147,457,247.0735701
0,20,1,1,1,1,0,0,143,367,173.8388931
0,23,1,1,1,1,0,0,143,370,877.1947112
0,22,1,1,1,0,0,0,142,373,660.3970667
1,24,1,1,1,1,0,0,142,374,929.4820099
0,22,1,1,1,1,0,0,141,374,28.8628072
0,24,1,1,1,0,0,0,142,374,409.052519
0,24,2,1,1,1,0,0,142,375,157.7169153
0,21,1,1,1,1,0,0,142,371,654.3562303
0,22,1,1,1,0,0,0,141,374,647.6696772
1,23,1,1,1,1,0,0,141,375,104.247469
1,24,1,1,1,0,0,0,141,375,455.812347
0,22,1,1,1,1,0,0,141,375,413.3257948
0,22,1,1,1,1,0,0,142,374,30.86565512
1,23,1,1,1,1,0,0,142,373,54.23821376
0,22,1,1,1,1,0,0,142,373,275.2714416
1,23,1,1,1,1,0,0,142,373,231.1278549
1,23,2,1,1,1,0,0,142,374,124.6561524
0,22,1,1,1,1,0,0,142,375,47.57489391
0,23,2,1,1,0,0,0,142,370,693.0588041
0,22,1,1,1,0,0,0,141,374,348.8872879
0,22,1,1,1,0,0,0,141,375,561.5987735
0,19,1,1,1,1,0,0,141,375,498.4325216
1,19,1,1,1,1,0,0,141,375,441.1889309
0,19,1,1,1,1,0,0,142,374,395.0101456
1,23,1,1,1,1,0,0,142,374,338.6825788
1,24,2,1,1,1,0,0,141,377,335.7823251
0,25,2,1,1,1,0,0,141,377,250.083351
0,23,1,1,1,0,0,0,142,371,900.0997201
0,24,2,1,1,0,0,0,142,371,571.503962
0,22,1,1,1,0,0,0,141,374,341.1151268
0,21,1,1,1,0,0,0,141,375,391.11101
0,19,1,1,1,0,0,0,141,374,53.39661945
0,20,1,1,1,1,0,0,141,375,477.4933215
1,23,2,1,1,1,0,0,141,375,24.88343499
1,23,2,1,1,1,0,0,141,375,91.36062729
1,22,1,1,1,1,0,0,141,375,103.6434976
1,21,1,1,1,1,0,0,141,375,16.34867017
1,23,2,1,1,1,0,0,141,377,415.685581
1,25,2,1,1,1,0,0,141,375,285.9717665
0,24,2,1,1,0,0,0,141,376,105.0978478
0,24,1,1,1,0,0,0,141,371,314.4878972
0,22,2,1,1,0,0,0,141,372,17.06540838
0,23,1,1,1,0,0,0,141,371,20.81246371
0,22,1,1,1,0,0,0,141,374,149.0376103
0,21,1,1,1,1,0,0,141,374,450.3537801
0,23,1,1,1,1,0,0,141,374,200.5205774
0,22,1,1,1,0,0,0,141,374,504.9828051
1,23,1,1,1,0,0,0,141,375,743.9035956
1,22,1,1,1,1,0,0,141,376,261.8203272
0,22,1,1,1,0,0,0,140,377,343.6724382
1,22,2,1,1,1,0,0,141,378,194.6285433
1,24,2,2,1,0,0,0,140,379,420.510525
1,22,1,1,1,0,0,0,141,372,139.1985438
0,24,1,1,1,0,0,0,141,373,318.0824762
0,22,2,1,1,0,0,0,141,374,373.8365105
0,23,1,1,1,0,0,0,140,376,5.864012149
1,24,1,1,1,1,0,0,140,376,85.64944168
0,22,1,1,1,1,0,0,141,374,589.795478
1,24,1,1,1,0,0,0,140,377,157.9402756
0,28,2,1,1,0,0,0,141,376,749.165252
0,26,1,1,1,1,0,0,140,378,689.6551989
0,23,1,1,1,1,0,0,140,380,342.9376504
1,23,2,1,1,1,0,0,141,378,52.05331973
1,23,2,2,1,1,0,0,140,381,103.1336612
1,21,1,1,1,0,0,0,141,375,147.791993
0,23,2,1,1,0,0,0,140,375,627.440415
0,26,2,1,1,0,0,0,140,375,186.7497789
0,24,1,1,1,0,0,0,140,376,198.0862779
1,23,1,1,1,0,0,0,140,377,274.8127762
0,26,2,2,1,0,0,0,140,377,10.84294894
0,27,1,1,1,0,0,0,140,379,489.8770155
1,26,1,1,1,0,0,0,140,377,220.6211109
0,26,1,1,1,0,0,0,140,377,29.93131682
0,22,1,1,1,1,0,0,140,380,292.3683731
1,25,1,1,1,0,0,0,141,375,9.901137005
0,22,1,1,1,1,1,0,141,375,423.330537
1,23,2,1,1,0,0,0,141,375,19.65884507
0,25,2,1,1,0,0,0,140,375,244.2673526
0,24,2,1,1,0,0,0,140,377,190.5220517
1,26,2,2,1,0,0,0,140,377,2.754664701
0,26,2,1,1,0,0,0,140,379,36.24615368
1,26,2,1,1,0,0,0,140,379,41.95360339
0,23,2,2,1,0,0,0,139,381,142.9381229
0,23,1,1,1,1,1,0,141,374,203.6342956
0,25,1,1,1,1,0,0,141,375,389.3950705
0,25,1,1,1,0,0,0,140,378,29.14596602
1,27,2,2,1,0,0,0,139,379,150.5865314
0,27,2,2,1,0,0,0,139,379,344.2530794
1,26,2,2,1,0,0,0,140,379,425.3280059
1,27,2,2,1,0,0,0,139,379,462.9786077
1,27,2,2,1,0,0,0,139,379,496.8545312
1,27,2,2,1,0,0,0,139,379,416.6070339
1,25,2,2,1,0,0,0,139,379,945.4785371
0,23,2,1,1,0,0,0,140,380,1191.506479
0,24,1,1,1,1,0,0,141,374,225.8535905
0,26,2,1,1,1,0,0,140,376,129.8066726
0,27,2,1,1,0,0,0,140,379,498.5113252
1,27,2,1,1,1,0,0,139,379,310.1745586
1,26,2,2,1,1,0,0,139,380,139.4214266
0,25,2,1,1,0,0,0,139,382,312.4864007
0,21,1,1,1,0,0,0,151,383,250.1207044
0,25,1,1,1,0,0,0,151,382,268.1033739
0,25,1,1,1,0,0,0,151,382,177.3697591
0,24,1,1,1,0,0,0,152,384,299.7041946
0,24,1,1,1,0,0,0,152,384,204.5423757
0,25,1,1,1,0,0,0,152,385,136.6013826
0,22,1,1,1,0,0,0,152,385,32.10982464
0,22,1,1,1,0,0,0,151,381,2.061598837
1,25,1,1,1,0,0,0,151,382,42.6172439
0,24,1,1,1,0,0,0,152,382,223.4046112
0,23,1,1,1,0,0,0,152,384,59.08615252
0,25,1,1,1,0,0,0,152,384,103.5083641
0,23,1,1,1,0,0,0,152,385,49.06678853
0,25,1,1,1,0,0,0,152,384,41.10015547
0,28,1,1,1,0,0,0,151,382,70.27189802
1,24,1,1,1,0,0,0,153,378,97.3015389
0,26,1,1,1,0,0,0,152,382,338.8870552
0,26,1,1,1,0,0,0,151,382,263.7396034
0,24,2,1,1,0,0,0,152,383,338.1789139
1,25,1,1,1,0,0,0,152,385,171.0192205
0,24,2,2,1,0,0,0,152,383,169.7431138
1,23,1,1,1,0,0,0,154,378,101.2606611
0,26,1,1,1,0,0,0,153,378,186.3280408
1,26,1,1,1,0,0,0,153,378,4.738536207
0,27,1,1,1,0,0,0,152,382,211.7414563
0,26,1,1,1,0,0,0,152,382,242.653364
0,24,1,1,1,0,0,0,152,384,5.215368252
1,24,1,1,0,0,0,0,152,384,71.50829514
1,24,2,2,1,0,0,0,152,385,92.82343497
0,24,2,2,1,0,0,0,152,383,235.518206
1,25,1,1,1,0,0,0,153,378,471.864889
0,25,1,1,1,0,0,0,153,378,610.9575123
1,24,1,1,1,0,0,0,153,378,64.691973
0,22,2,2,1,0,0,0,154,377,63.65342974
0,24,1,1,1,0,0,0,152,381,41.43232884
1,27,1,1,0,0,0,0,152,383,168.1752998
0,28,1,1,1,0,0,0,152,383,73.73216161
1,22,1,1,0,0,0,0,152,384,26.09016438
0,23,2,2,1,0,0,0,152,383,302.6410697
0,24,1,1,1,0,0,0,152,382,183.5389065
0,26,1,1,1,0,0,0,154,375,669.6456406
1,26,1,1,1,0,0,0,154,376,322.4365095
0,22,2,2,1,0,0,0,154,377,11.06502005
1,25,1,1,1,0,0,0,152,381,219.4662193
0,21,2,2,1,0,0,0,153,377,261.6073135
1,28,2,2,1,0,0,0,152,382,37.49286796
1,26,1,1,0,0,0,0,152,383,356.5097506
1,25,1,1,1,0,0,0,152,383,80.85934013
0,25,1,1,1,0,0,0,152,383,162.4530994
0,24,2,1,1,0,0,0,153,382,408.1672317
1,26,1,1,1,0,0,0,155,373,530.0596308
1,24,1,1,1,0,0,0,155,374,139.852381
0,23,1,1,1,0,0,0,154,376,103.6193936
0,25,1,1,1,0,0,0,155,374,19.0775254
1,26,1,1,1,0,0,0,154,375,34.41608139
1,24,2,2,1,0,0,0,152,382,137.96528
1,23,2,2,1,0,0,0,154,376,170.2597637
0,27,2,2,1,0,0,0,152,382,223.2184531
1,25,1,1,1,0,0,0,152,382,142.0756024
1,25,1,1,1,0,0,0,152,382,66.53748127
0,24,1,1,1,0,0,0,152,382,153.6989168
0,28,2,2,1,0,0,0,153,381,156.4427267
1,24,1,1,1,0,0,0,155,371,636.8834989
1,23,1,1,1,0,0,0,156,370,171.7389082
0,24,1,1,1,0,0,0,155,374,461.7704501
1,24,1,1,1,0,0,0,154,374,338.0374506
1,28,2,2,1,1,0,0,155,374,80.67953839
0,27,1,1,1,0,0,0,155,374,17.64516129
1,30,2,2,1,0,0,0,155,374,41.55830994
1,30,2,2,1,0,0,0,155,374,19.76016128
1,28,2,2,1,1,0,0,155,374,26.30827539
1,28,2,2,1,0,0,0,155,374,118.2168483
1,26,2,2,1,0,0,0,153,377,248.8759066
1,26,1,1,1,0,0,0,154,376,198.4221202
0,25,2,2,1,0,0,0,154,378,70.23202763
1,24,2,2,1,0,0,0,154,378,70.84666826
1,23,2,2,1,1,0,0,154,378,110.3205973
1,28,1,1,1,0,0,0,153,382,419.544318
0,27,1,1,1,0,0,0,153,382,393.0776513
0,24,1,1,1,0,0,0,156,370,403.2045788
0,23,1,1,1,0,0,0,156,370,575.0600191
1,27,1,1,1,0,0,0,155,374,420.3224112
0,27,1,1,1,0,0,0,156,373,87.68799018
1,30,2,2,1,0,0,0,155,375,96.10036982
1,23,1,1,1,0,0,0,154,375,15.28537993
0,23,2,2,1,0,0,0,154,377,102.6336406
1,24,2,2,1,0,0,0,154,377,33.32062466
1,24,2,2,1,0,0,0,154,377,153.2344714
1,25,2,2,1,0,0,0,154,377,129.8670549
1,26,1,1,1,0,0,0,153,381,301.8351376
0,27,1,1,1,0,0,0,153,381,38.20726432
0,23,1,1,1,0,0,0,157,368,279.1281099
0,24,1,1,1,0,0,0,157,369,25.24186543
0,24,2,2,1,0,0,0,155,373,254.6952406
0,24,2,2,1,0,0,0,154,375,139.8121363
1,23,2,1,1,0,0,0,155,373,80.15679017
1,22,2,2,1,0,0,0,155,373,84.65328852
1,23,1,1,1,0,0,0,155,373,124.9958123
0,24,2,2,1,0,0,0,154,377,66.12055073
0,27,2,1,1,1,1,0,138,398,483.9865264
0,28,2,1,1,1,0,0,138,398,408.8478008
0,31,2,2,1,0,0,0,138,398,140.5862821
0,33,2,2,1,1,0,0,138,397,145.7884884
0,30,2,2,1,1,0,0,138,397,24.52187254
0,27,1,1,1,1,0,0,139,398,586.2898992
0,29,2,1,1,1,0,0,139,397,779.6447766
0,30,2,2,1,1,0,0,139,397,302.57536
0,32,2,2,1,1,0,0,139,396,482.5517441
0,28,2,2,1,1,0,0,138,397,8.469745607
0,29,1,1,1,0,0,0,138,397,3.868374183
0,29,2,2,1,0,0,0,138,397,6.613055988
0,27,2,2,1,0,0,0,139,396,641.906392
0,27,1,1,1,0,0,0,138,396,149.6170654
0,28,1,1,1,1,0,0,139,398,906.2965918
0,29,1,1,1,1,0,0,139,396,980.9572897
0,29,2,1,1,1,0,0,139,396,9.212763434
0,30,2,1,1,1,0,0,139,396,92.80285459
0,27,2,1,1,1,0,0,139,396,18.78760814
0,27,2,1,1,1,0,0,139,396,347.3427562
0,25,2,2,1,1,1,0,139,396,6.0831191
0,27,2,2,1,0,0,0,139,396,613.6052638
1,26,2,2,1,0,0,0,139,396,113.6118476
0,23,1,1,1,1,0,0,139,396,188.4706243
0,30,2,1,1,0,0,0,139,396,177.3203055
0,28,1,1,1,1,0,0,139,396,135.0205989
0,26,1,1,1,1,0,0,139,396,33.16455261
0,27,2,1,1,1,0,0,139,396,191.8144521
1,29,1,2,1,1,0,0,139,396,51.83496916
0,30,2,1,1,1,0,0,139,397,380.4556354
0,29,1,1,1,0,0,0,139,397,90.73871403
1,29,2,1,1,0,0,0,139,396,54.56586961
0,27,2,1,1,1,0,0,139,396,8.243233775
0,27,2,1,1,1,0,0,139,396,5.343422564
1,27,2,2,1,1,1,0,139,396,24.75364683
0,28,2,2,1,1,0,0,139,396,219.9840741
0,29,2,2,1,1,0,0,139,396,28.75924354
0,28,2,1,1,1,0,0,139,396,13.96986199
0,28,2,1,1,1,0,0,139,396,51.39562392
0,28,2,2,1,1,0,0,139,396,228.3187234
0,29,2,2,1,1,1,0,139,396,64.48771892
0,29,2,2,1,1,1,0,139,396,43.88679277
0,28,2,2,1,1,0,0,139,395,23.88117119
0,28,2,2,1,1,0,0,139,395,31.5514221
0,28,2,2,1,1,0,0,139,395,69.89965109
0,29,2,2,1,1,0,0,139,394,50.71300023
0,28,2,1,1,0,0,0,139,394,21.11708432
0,28,2,1,1,0,0,0,139,394,30.61931058
0,28,2,1,1,0,0,0,139,394,32.2296156
0,24,1,1,1,1,0,0,139,396,295.8993706
1,28,1,1,1,0,0,0,139,395,40.86614358
0,30,1,1,1,0,0,0,139,395,51.89347294
0,29,1,1,1,0,0,0,139,396,258.037756
0,29,2,1,1,0,0,0,139,396,500.6109949
0,30,2,2,1,1,0,0,139,396,104.1290404
1,27,2,1,1,1,0,0,139,396,9.585375554
0,29,2,1,1,0,0,0,139,393,59.86774138
1,30,2,2,1,0,0,0,139,393,8.544885083
0,25,1,1,1,0,0,0,140,393,29.02383168
0,28,1,1,1,1,0,0,140,395,167.1579567
0,21,1,1,1,1,0,0,140,395,115.7364875
0,30,2,1,1,0,0,0,140,395,235.2192618
0,31,2,1,1,0,0,0,139,395,502.1702209
0,28,2,2,1,1,0,0,139,395,621.2284379
0,28,2,1,1,1,0,0,139,393,15.70326498
0,24,1,1,1,1,0,0,140,393,142.7084349
0,22,1,1,1,1,0,0,140,395,215.2342017
0,22,1,1,1,1,0,0,140,394,166.8595357
0,21,1,1,1,0,0,0,140,394,50.20346992
0,27,1,1,1,1,0,0,140,394,607.4607439
0,28,1,1,1,1,0,0,140,393,6.106437461
0,29,1,1,1,1,0,0,140,393,70.61268628
0,29,1,1,1,1,0,0,140,393,59.1380481
0,24,2,1,1,1,0,0,140,392,347.4345644
0,20,1,1,1,1,0,0,140,392,690.3231188
0,24,1,1,1,0,0,0,140,394,1.254011441
1,25,1,1,1,0,0,0,140,394,10.89301289
0,24,1,1,1,0,0,0,140,394,259.7938311
0,30,2,2,1,0,0,0,140,394,268.9739489
0,22,1,1,1,0,0,0,141,392,1187.74209
0,22,1,1,1,1,0,0,140,393,470.1182129
0,23,1,1,1,1,0,0,140,394,711.3673199
1,24,1,1,1,1,0,0,141,393,192.655617
0,25,1,1,1,1,0,0,141,392,705.8203124
0,28,1,1,1,0,0,0,140,393,683.2831392
0,28,2,2,1,0,0,0,140,394,42.21001397
0,27,1,1,1,1,0,0,140,394,147.6170947
0,27,2,1,1,1,0,0,140,394,142.5670297
0,28,1,1,1,1,0,0,140,394,244.6040164
1,30,2,2,1,0,0,0,140,393,148.780208
0,30,2,1,1,0,0,0,140,393,156.0364227
0,30,2,1,1,0,0,0,140,393,153.3498508
0,28,2,2,1,0,0,0,140,394,547.6985217
0,27,2,2,1,0,0,0,140,394,351.9754591
0,21,1,1,1,1,0,0,141,392,729.3250717
0,26,2,1,1,0,0,0,141,393,131.6309448
0,28,2,1,1,0,0,0,141,393,86.02546792
0,27,1,1,1,0,0,0,141,392,734.0373852
0,24,1,1,1,1,0,0,140,393,1014.765633
0,23,1,1,1,1,0,0,140,394,551.1762641
0,23,2,1,1,1,0,0,140,404,8.363635303
0,22,1,1,1,1,0,0,140,406,259.0785091
0,25,1,1,1,0,0,0,140,408,220.8135817
0,23,1,1,1,1,0,0,140,407,38.50386442
0,20,1,1,1,1,0,0,140,407,208.7467034
0,21,1,1,1,1,0,0,140,407,414.3063272
0,24,1,1,1,1,0,0,140,407,243.7057316
0,23,1,1,1,1,0,0,140,407,518.950002
0,22,1,1,1,1,0,0,140,409,447.1028911
0,24,1,1,1,1,0,0,140,409,244.3258866
0,22,1,1,1,1,0,0,139,407,496.4650253
0,24,1,1,1,1,0,0,140,408,307.0319338
0,26,2,1,1,1,0,0,139,408,258.0638506
1,27,2,1,1,1,0,0,140,408,21.71158582
1,28,2,1,1,1,0,0,140,407,486.0648576
0,24,1,1,1,1,0,0,140,407,258.7159168
0,22,1,1,1,1,0,0,140,407,225.5124661
0,25,1,1,1,0,0,0,140,407,247.5115109
0,25,2,2,1,1,0,0,140,408,248.6166129
0,26,1,1,1,1,0,0,140,408,414.1996209
0,24,2,2,1,1,0,0,140,407,57.48160946
0,23,2,1,1,1,0,0,140,408,138.7717504
0,25,1,1,1,1,0,0,140,408,105.8360198
0,24,1,1,1,1,0,0,140,407,607.5848081
0,25,2,2,1,0,0,0,140,407,157.1438383
0,27,2,2,1,0,0,0,140,408,686.3119487
0,27,1,1,1,1,0,0,140,407,603.5747721
0,25,1,1,1,1,0,0,139,407,877.7000608
0,25,1,1,1,1,0,0,140,408,536.7913465
0,26,1,1,1,1,0,0,140,408,219.856484
0,23,2,1,1,1,0,0,140,408,897.9889732
0,25,1,1,1,1,0,0,140,408,236.9941285
0,24,2,1,1,0,0,0,140,407,229.026617
1,24,1,1,1,1,0,0,140,407,174.1664668
1,26,2,1,1,1,0,0,140,406,16.161616
0,26,2,2,1,0,0,0,140,406,545.3449527
0,23,2,1,1,1,0,0,140,406,22.11156282
0,25,2,2,1,1,1,0,141,407,38.82356003
0,29,2,2,1,0,0,0,140,407,57.51060707
0,27,2,2,1,1,0,0,140,407,358.7867467
0,25,2,2,1,1,0,0,139,407,441.811104
0,24,1,1,1,1,0,0,139,408,352.5146851
0,24,2,2,1,1,0,0,139,408,374.3322041
0,26,1,1,1,1,0,0,139,408,38.81888833
1,26,1,1,1,1,0,0,140,408,191.8875658
0,23,2,1,1,1,0,0,140,408,439.8232531
0,23,1,1,1,1,0,0,140,408,83.71165757
0,24,1,1,1,1,0,0,140,408,97.86881568
0,25,2,1,1,1,0,0,140,407,371.708828
0,23,1,1,1,1,0,0,140,408,22.28966174
1,23,2,2,1,1,0,0,140,407,132.9907626
0,22,1,1,1,1,0,0,140,409,64.12706092
0,24,2,1,1,1,0,0,140,406,293.2665388
0,23,2,1,1,1,0,0,140,407,532.4353851
0,27,2,2,1,1,1,0,140,406,198.2968247
1,28,2,2,1,1,0,0,141,407,197.4890739
0,26,2,2,1,1,0,0,140,408,196.2639361
0,28,2,2,1,1,0,0,141,408,274.2307691
0,30,2,2,1,1,1,0,141,404,624.4500363
0,25,1,1,1,1,0,0,139,408,393.154309
0,24,1,1,1,1,0,0,140,408,331.4674117
0,24,1,1,1,1,0,0,140,408,530.5664697
1,24,1,1,1,1,0,0,140,408,396.928273
0,27,2,1,1,0,0,0,140,408,6.456683624
0,27,1,1,1,1,1,0,140,408,529.7916966
0,28,2,2,1,1,0,0,140,408,87.84422576
0,27,2,1,1,1,0,0,140,408,43.72791431
1,29,1,1,1,1,0,0,140,406,641.4784143
0,24,1,1,1,1,0,0,140,408,227.4801883
0,23,1,1,1,1,0,0,140,408,122.0630796
1,22,1,1,1,1,0,0,140,408,87.17761991
0,24,2,1,1,1,0,0,140,409,316.0276372
0,23,1,1,1,1,0,0,140,407,217.7569837
1,23,2,1,1,1,0,0,140,409,737.5871624
0,26,2,1,1,1,1,0,140,409,342.1816383
1,27,2,2,1,1,0,0,140,409,444.632752
0,29,1,1,1,1,0,0,140,408,511.7705416
0,27,1,1,1,1,0,0,140,409,68.76005382
1,24,2,1,1,1,0,0,140,407,56.62063974
1,24,2,1,1,1,0,0,140,407,53.48769333
0,24,1,1,1,1,0,0,140,408,291.7311347
0,23,1,1,1,1,1,0,140,408,108.4119456
0,24,2,1,1,1,0,0,140,407,66.64611787
0,24,1,1,1,1,0,0,140,408,12.81491111
1,27,2,1,1,1,0,0,140,407,60.31453482
0,26,1,1,1,1,0,0,140,409,833.3750816
0,26,2,1,1,0,0,0,140,409,854.6295942
0,26,1,1,1,1,0,0,140,409,503.5237083
0,25,1,1,1,1,0,0,140,411,421.5096607
0,26,2,2,1,1,0,0,140,405,262.6509998
1,27,1,1,1,1,1,0,140,407,100.8125121
0,27,2,2,1,1,0,0,140,407,189.736797
0,24,1,1,1,1,0,0,140,410,293.9906412
1,23,2,1,1,1,0,0,140,410,3.302490482
0,26,2,1,1,1,0,0,140,410,9.685129651
0,25,1,1,1,1,0,0,140,411,12.99262265
0,28,2,2,1,1,0,0,140,407,57.88319899
0,29,2,1,1,1,0,0,140,409,184.1212738
0,25,2,1,1,1,0,0,140,410,14.78584382
0,26,2,1,1,0,0,0,140,411,575.5351759
