GrndTruth,bd_0_5,bd_5_15,bd_15_30,bd_30_60,bd_60_100,bd_100_200,clay_0_5,clay_5_15,clay_15_30,clay_30_60,clay_60_100,clay_100_200,ksat_0_5,ksat_5_15,ksat_15_30,ksat_30_60,ksat_60_100,ksat_100_200,om_0_5,om_5_15,om_15_30,om_30_60,om_60_100,om_100_200,ph_0_5,ph_5_15,ph_15_30,ph_30_60,ph_60_100,ph_100_200,sand_0_5,sand_5_15,sand_15_30,sand_30_60,sand_60_100,sand_100_200,silt_0_5,silt_5_15,silt_15_30,silt_30_60,silt_60_100,silt_100_200,theta_r_0_5,theta_r_5_15,theta_r_15_30,theta_r_30_60,theta_r_60_100,theta_r_100_200,theta_s_0_5,theta_s_5_15,theta_s_15_30,theta_s_30_60,theta_s_60_100,theta_s_100_200,caco3,cec,ec,sar,kw_025,resdept,soil_depth,wind_erodibility_index,rf_025,water_storage,bio12,bio07,dist_drain,dist_road,x_lon,y_lat
0,1.3818750381469727,1.3876734972000122,1.3911752700805664,1.4128460884094238,1.4502930641174316,1.4364780187606812,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,0.078180492,0.066811427,0.027649358,-0.07305187,-0.113037936,0.00321155,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,21.13121795654297,22.24804688,25.274633407592773,29.473709106445312,30.75976563,31.48631477355957,648.2763061523438,16.611875534057617,0.9107469916343689,0.058031254,0.2693074941635132,71.53155517578125,204.0437469482422,66.30320739746094,0.00101455,25.61644172668457,420.8598327636719,384.4670715332031,2510.7664316720666,296.21096532842546,685408.7135,3801831.858
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,488.0250244140625,15.998678207397461,1.0285676717758179,0.15404729545116425,0.24507559835910797,56.67557144165039,205.17259216308594,85.91978454589844,2.625584020279348E-4,26.72043228149414,418.9330749511719,384.0772399902344,4032.6397830217898,38.345230148016064,681524.7835,3802226.074
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,492.43719482421875,16.125804901123047,1.049416422843933,0.1644040197134018,0.24548138678073883,59.14179611206055,203.5654754638672,82.63137054,4.6048901276662946E-4,26.433263778686523,418.9511413574219,383.29400634765625,4721.268141154796,227.94017670014188,680213.9064,3803807.442
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,502.01983642578125,16.46540069580078,1.0424714088439941,0.4262770414352417,0.2587016820907593,58.16968536376953,206.9743194580078,84.63528442382812,9.477539570070803E-4,26.28234100341797,419.61614990234375,384,2235.2461196233803,330.75536869668747,681910.1635,3799947.407
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,497.9766540527344,15.806023597717285,1.0493054389953613,0.18397027254104614,0.24611128866672516,56.164371490478516,203.3789520263672,86.94847106933594,4.635206423699856E-4,26.305265426635742,418.3326721191406,383.9887695,8219.909063,9.410144346878566,682111.9806,3806898.34
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,522.6334838867188,16.220191955566406,1.0255614519119263,0.1734224557876587,0.25049081444740295,63.210208892822266,208.75491333007812,75.78434753417969,3.998233878519386E-4,26.839685440063477,420.87152099609375,384.8555908203125,5881.022421873709,131.98227775949857,684083.7265,3805500.088
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,490.0111389160156,16.043943405151367,1.0411041975021362,0.14151617884635925,0.2459937185049057,61.27650451660156,203.00790405273438,79.81163787841797,2.985771861858666E-4,26.32647705078125,418.9982604980469,382.1091613769531,6822.598449273836,95.04356563,681364.7453,3805580.043
0,1.4409267902374268,1.4404975175857544,1.4469621181488037,1.4429676532745361,1.4601953029632568,1.489961028,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,1.0079621076583862,0.9814378619194031,0.8633153438568115,0.40821772813796997,-0.618007421,0.4085521399974823,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,8.341796875,10.150684356689453,15.44941520690918,24.869861602783203,29.679338455200195,26.41015625,505.1962585449219,15.386348724365234,1.356536626815796,0.9504069089889526,0.2672434449195862,60.66545486450195,204.4488067626953,85.87145233154297,5.005263956263661E-4,24.801088333129883,419.8304138183594,384,3092.4195989617997,124.9037943046017,682361.4589,3800681.964
0,1.4681978225708008,1.4934475421905518,1.5021016597747803,1.4909197092056274,1.487851619720459,1.5302543640136719,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,0.6891976594924927,0.6700405478477478,0.5787644386291504,0.3535124659538269,-0.861104786,0.021744363009929657,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,12.5234375,12.51757813,14.88671875,20.71832275390625,24.334636688232422,25.73535156,583.2868041992188,17.289535522460938,0.976924717,0.015949549,0.2684040069580078,76.96123504638672,203.25985717773438,58.24335861206055,4.3520668987184763E-4,26.681686401367188,420.94439697265625,384.9883117675781,2956.2434146022224,80.21473833493785,685280.421,3802517.758
0,1.4668328762054443,1.4909775257110596,1.500361680984497,1.4920547008514404,1.4902143478393555,1.5297654867172241,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,0.7236816883087158,0.7100003957748413,0.6108133792877197,0.38648492097854614,-0.861104786,0.037649021,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,12.172832489013672,12.287317276000977,14.620234489440918,20.56256103515625,24.337730407714844,25.65949249267578,531.2235717773438,15.967317581176758,1.0520461797714233,0.1708093136548996,0.2477877140045166,57.53342056274414,202.8688201904297,85.82381439208984,0.00111933,25.724061965942383,418.8936767578125,383.8910217285156,4574.301336211888,16.663093616513592,681522.3299,3802864.457
