GrndTruth,bd_0_5,bd_5_15,bd_15_30,bd_30_60,bd_60_100,bd_100_200,clay_0_5,clay_5_15,clay_15_30,clay_30_60,clay_60_100,clay_100_200,ksat_0_5,ksat_5_15,ksat_15_30,ksat_30_60,ksat_60_100,ksat_100_200,om_0_5,om_5_15,om_15_30,om_30_60,om_60_100,om_100_200,ph_0_5,ph_5_15,ph_15_30,ph_30_60,ph_60_100,ph_100_200,sand_0_5,sand_5_15,sand_15_30,sand_30_60,sand_60_100,sand_100_200,silt_0_5,silt_5_15,silt_15_30,silt_30_60,silt_60_100,silt_100_200,theta_r_0_5,theta_r_5_15,theta_r_15_30,theta_r_30_60,theta_r_60_100,theta_r_100_200,theta_s_0_5,theta_s_5_15,theta_s_15_30,theta_s_30_60,theta_s_60_100,theta_s_100_200,caco3,cec,ec,sar,kw_025,lcc_i,lcc_ni,resdept,soil_depth,wind_erodibility_index,rf_025,water_storage,bio12,bio07,dist_drain,dist_road
0,0.9561100341882505,0.9986571711021253,1.2524790886598274,1.3043581359064378,0.7057236144219838,-0.689559524,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,1.9046219902483337,1.9759678495490867,2.1019956585808863,2.086721272918685,2.3395693098087498,1.7628807562215119,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.166628264,-1.867707667,0.414149134,0.2645272838611461,-0.933229739,0.8688979333212951,1.0886145752229954,,0.6143161531963695,2.0664193139503104,-0.209533201,-0.318027891,-0.669504496,0.942639854,-0.811875155,-0.484554072
0,0.5833414389638416,0.4383887262864156,0.14858139410324406,-0.558485094,-0.80643086,-1.047378687,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,0.5257821956706801,0.5220816404283158,0.5847107287726393,0.5714829680167097,0.45407424238508337,0.13899444584698745,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-0.91251955,-0.915045704,-0.792297634,-0.275182284,0.5049977011371067,0.4195224103803934,-1.058886498,-0.866124033,0.45362822218455773,0.7672546596260533,0.31731667069095965,-0.111761102,0.46450352908676085,3.6482631272160244,0.097034514,0.5399217406806388,-0.353989679,0.3649106278810365,-0.615746816,0.8793569073541381,-0.759040789,-0.190689321
0,0.9561100341882505,0.9986571711021253,1.2524790886598274,1.3043581359064378,0.7057236144219838,-0.689559524,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,1.9046219902483337,1.9759678495490867,2.1019956585808863,2.086721272918685,2.3395693098087498,1.7628807562215119,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.12108169,-1.811132019,0.4637830515449105,0.2943239320956377,-0.927016187,0.8688979333212951,1.0886145752229954,,0.5389154735989931,1.9790281102564329,-0.227658078,-0.30551811,-0.723903064,1.036565185535214,-0.470553323,0.7146265837493004
0,0.9561100341882505,0.9986571711021253,1.2524790886598274,1.3043581359064378,0.7057236144219838,-0.689559524,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,1.9046219902483337,1.9759678495490867,2.1019956585808863,2.086721272918685,2.3395693098087498,1.7628807562215119,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.138044028,-1.832201801,0.4452984957512786,0.2832271267401608,-0.929330157,0.8688979333212951,1.0886145752229954,,0.5669961667072779,2.011574065,-0.220908059,-0.310176831,-0.657136924,0.8790531550648947,-0.726626856,-0.089778382
0,0.9561100341882505,0.9986571711021253,1.2524790886598274,1.3043581359064378,0.7057236144219838,-0.689559524,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,1.9046219902483337,1.9759678495490867,2.1019956585808863,2.086721272918685,2.3395693098087498,1.7628807562215119,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.342897565,-1.426311668,-1.621628386,-2.31170787,-2.347422912,-1.609742387,-1.047982331,-1.336536139,0.529209363,0.7347292841202603,-0.467959122,-0.111761102,1.0886145752229954,3.6482631272160244,0.29616574747158625,1.1628595555344852,-0.292032691,-0.13088986,-0.627294894,0.8796387016465688,-0.718736373,-0.089797854
0,0.4851627552767928,0.34022173315599546,0.068106985,-0.476760206,-0.52883722,-0.820787849,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,0.4264092163619372,0.40618597231033066,0.5010317075086769,0.5573710798279344,0.509860471,0.21407577925195057,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-0.823203798,-0.804152008,-0.692275106,-0.25172409,0.3509586466667439,0.2134707744203478,-1.083498048,-0.830798676,0.4083259180931741,0.6708446800807891,0.4633117752595426,-0.111761102,1.0886145752229954,3.642420227524539,0.095335179,0.5372059385912694,-0.355460317,0.48302424966188195,-0.569149606,0.852454702,-0.620908665,-0.732353071
0,2.3196631597004975,2.3991629176093268,2.4564548320022745,1.8802075113556902,1.587987489972237,1.666226857581816,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,1.7673688861607288,1.8170007877596288,1.917194337455475,1.898409626846552,1.8332277491814266,-0.738126744,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.201770908,-1.267098363,-1.434614651,-2.115874777,-1.038133388,0.095389091,-1.14001664,-1.840393986,0.4432945652317658,0.2753940460161129,-0.935993911,0.8688979333212951,1.0886145752229954,,0.571989422,2.025777374443155,-0.219627218,-0.312584253,-0.659803109,0.7977756298624011,-0.520353849,-0.191016391
0,0.31070228011556783,0.15506411836079487,-0.10495174,-0.534234634,-0.650279277,-0.89971622,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,0.2654123822217736,0.22190732356602716,0.31784628858904235,0.4710349556108042,0.5574897477923934,0.2145185462598498,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-0.754929104,-0.71270577,-0.58176168,-0.117482396,0.46547736478437896,0.32687903113268735,-1.06404226,-1.236855558,0.4921417932755096,0.6864912995395526,-0.253393401,0.8688979333212951,1.0886145752229954,3.6517045330066864,0.26287658478395515,1.057491085697932,-0.305360968,0.019625743026764925,-0.591331711,0.8459478152034982,-0.505605569,0.23290043243339265
0,0.2831034236746898,0.12351939034874819,-0.146799055,-0.627292277,-0.784540185,-0.862965183,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,0.275811837,0.2494355310078573,0.30666304380927206,0.3812375379871588,0.5921876296442162,0.39901057567398646,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-0.806675644,-0.728328325,-0.531674325,-0.024778781,0.48693330168409843,0.20843041321797395,-1.07069578,-1.505180143,0.5134711267116735,0.61410324,-0.653717256,0.8688979333212951,1.0886145752229954,3.6482631272160244,0.38360699555991334,1.4364167960400072,-0.268269634,-0.218958135,-0.596128257,0.8425370063652468,-0.685803078,1.6769148349727194
0,-1.550714524,-1.781722049,-1.731899998,-1.175299608,-0.710998805,-0.645253469,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,-0.619219524,-0.60017919,-0.835985097,-2.410943256,0.21352399421278814,0.2226579839180499,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,0.5847581304883328,0.5132469100289123,0.28593935087987804,0.21121923612686352,0.029225017,-0.237340096,-0.774534877,-0.49839788,0.5699294130628131,1.4086784017005962,0.1880246650100682,-0.111761102,-0.159607517,0.9387956332040605,-0.620104945,-0.411084579,0.3950357595024819,-0.186523908,-0.247982276,0.1406240205818864,-0.845314326,-0.591696436
