bd_0_5,bd_5_15,bd_15_30,bd_30_60,bd_60_100,bd_100_200,clay_0_5,clay_5_15,clay_15_30,clay_30_60,clay_60_100,clay_100_200,ksat_0_5,ksat_5_15,ksat_15_30,ksat_30_60,ksat_60_100,ksat_100_200,om_0_5,om_5_15,om_15_30,om_30_60,om_60_100,om_100_200,ph_0_5,ph_5_15,ph_15_30,ph_30_60,ph_60_100,ph_100_200,sand_0_5,sand_5_15,sand_15_30,sand_30_60,sand_60_100,sand_100_200,silt_0_5,silt_5_15,silt_15_30,silt_30_60,silt_60_100,silt_100_200,theta_r_0_5,theta_r_5_15,theta_r_15_30,theta_r_30_60,theta_r_60_100,theta_r_100_200,theta_s_0_5,theta_s_5_15,theta_s_15_30,theta_s_30_60,theta_s_60_100,theta_s_100_200,bio12,bio07,dist_drain,dist_road,shrub_type,grnd_truth,system:index,latitude,longitude
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,476.0016784667969,369.4703674316406,112.78790384842355,7.162311382784214,mesquite,1,00000000000000000000,1182837.269,-534582.7518
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9897766113281,369.4869384765625,134.3718409530207,29.666306365139782,mesquite,1,00000000000000000003,1182851.864,-534593.1193
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9195556640625,369.4847106933594,113.11422527974518,12.116006825196656,mesquite,1,00000000000000000004,1182857.513,-534601.9959
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9897766113281,369.4869384765625,134.3718409530207,29.666306365139782,mesquite,1,00000000000000000007,1182872.967,-534589.5843
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9048156738281,369.5043945,129.33080482060547,31.43140316211584,mesquite,1,00000000000000000008,1182898.916,-534595.0778
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.96746826171875,369.5202331542969,165.76885941346342,69.57976638801684,mesquite,1,00000000000000000009,1182915.082,-534581.9967
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9048156738281,369.5043945,129.33080482060547,31.43140316211584,mesquite,1,0000000000000000000a,1182895.129,-534596.0383
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9048156738281,369.5043945,129.33080482060547,31.43140316211584,mesquite,1,0000000000000000000b,1182894.686,-534601.072
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9048156738281,369.5043945,129.33080482060547,31.43140316211584,mesquite,1,0000000000000000000c,1182899.906,-534606.5115
1.4277560710906982,1.4407527446746826,1.4803024530410767,1.4940195083618164,1.4900975227355957,1.4979023933410645,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,0.3783964216709137,0.40301966667175293,0.41396915912628174,-0.040645972,0.6452292799949646,-0.654131889,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,16.804304122924805,17.17480469,16.488292694091797,12.789345741271973,11.77929688,10.522482872009277,475.9048156738281,369.5043945,129.33080482060547,31.43140316211584,mesquite,1,0000000000000000000d,1182910.317,-534605.8521
